name,address,city,lat,long,company,connector,power_supply,charging_speed,,
דלק טן -אשקלון דרום,"המתכנן, 10",אשקלון,31.6355104,34.5532126,Afcon EV,combo,73.6,מהיר,,
דלק טן-בית שאן,כביש 71,בית שאן,32.511037,35.50031,Afcon EV,combo,73.6,מהיר,,
דלק טן-עורף הנמל,"המדע, 1",אשדוד,31.830464,34.67082,Afcon EV,CHAdeMO,40,איטי,,
דלק טן-פרדס חנה,"דרך יזרעאל, 70",פרדס חנה,32.4868087,34.9721271,Afcon EV,CHAdeMO,40,איטי,,
דלק טן- ראשלצ מערב,"זאב שלנג, 5",ראשון לציון,31.986049,34.768752,Afcon EV,combo,73.6,מהיר,,
"יצחק רבין 41,קרית אונו",יצחק רבין 41,קרית אונו,32.064492,34.8620037,Afcon EV,type 2,22.2,איטי,,
"יצחק רבין 41,קרית אונו",יצחק רבין 41,קרית אונו,32.064492,34.8620037,Afcon EV,type 2,22.2,איטי,,
"יצחק רבין 41,קרית אונו",יצחק רבין 41,קרית אונו,32.064492,34.8620037,Afcon EV,type 2,22.2,איטי,,
המעגל 60,המעגל 60,קרית אונו,32.0482749,34.8653581,Afcon EV,type 2,22.2,איטי,,
יגאל אלון 7,יגאל אלון 7,קרית אונו,32.065083,34.845618,Afcon EV,type 2,22.2,איטי,,
יעקב דורי 7,חניון יעקב 7,קרית אונו,32.049796,34.85647,Afcon EV,type 2,22.2,איטי,,
חניון יובלים סנטר,חניון יובלים סנטר,קרית אונו,32.055767,34.857827,Afcon EV,type 2,22.2,איטי,,
אולם ספורט עלומים,הכפר 1 קרית אונו,קרית אונו,32.0555865,34.8528893,Afcon EV,type 2,22.2,איטי,,
בריכה עירונית קקל,"שדרות קקל 4""",קרית אונו,32.064845,34.850235,Afcon EV,type 2,22.2,איטי,,
מדא קרית אונו,שי עגנון,קרית אונו,32.056367,34.865533,Afcon EV,type 2,22.2,איטי,,
"וייצמן 23, גדרה",ויצמן 23,גדרה,31.817786,34.7813219,Afcon EV,type 2,22.2,איטי,,
"חניון מרבד הקסמים, גדרה","מרבד הקסמים, 12",גדרה,31.817965,34.779198,Afcon EV,type 2,22.2,איטי,,
רימונים,דרך יצחק רבין,גדרה,31.7981352,34.7867451,Afcon EV,type 2,22.2,איטי,,
חניון צפרירים,רחוב הלוחמים,חולון,32.0303773,34.77154,Afcon EV,type 2,22.2,איטי,,
חניון צפרירים,רחוב הלוחמים,חולון,32.0303773,34.77154,Afcon EV,type 2,22.2,איטי,,
חניון צפרירים,רחוב הלוחמים,חולון,32.0303773,34.77154,Afcon EV,type 2,22.2,איטי,,
חניון צפרירים,רחוב הלוחמים,חולון,32.0303773,34.77154,Afcon EV,type 2,22.2,איטי,,
חניון צפרירים,רחוב הלוחמים,חולון,32.0303773,34.77154,Afcon EV,type 2,22.2,איטי,,
חניון צפרירים,רחוב הלוחמים,חולון,32.0303773,34.77154,Afcon EV,type 2,22.2,איטי,,
חניון צפרירים,רחוב הלוחמים,חולון,32.0303773,34.77154,Afcon EV,type 2,22.2,איטי,,
ה' באייר,"ה' באייר, 18",חולון,32.026613,34.7733803,Afcon EV,type 2,22.2,איטי,,
הנפח,הנפח,חולון,32.020489,34.796266,Afcon EV,type 2,22.2,איטי,,
הנפח,הנפח,חולון,32.020489,34.796266,Afcon EV,type 2,22.2,איטי,,
הנפח,הנפח,חולון,32.020489,34.796266,Afcon EV,type 2,22.2,איטי,,
רחוב הגאולים חולון,"גאולים, 43",חולון,32.0144784,34.7834513,Afcon EV,type 2,22.2,איטי,,
חניון מדיטק,אילונה פהר,חולון,32.0113453,34.7764966,Afcon EV,type 2,22.2,איטי,,
חניון מדיטק,אילונה פהר,חולון,32.0113453,34.7764966,Afcon EV,type 2,22.2,איטי,,
חניון מדיטק,אילונה פהר,חולון,32.0113453,34.7764966,Afcon EV,type 2,22.2,איטי,,
מוזיאון העיצוב,"פנחס אילון, 58",חולון,32.0114304,34.7783159,Afcon EV,type 2,22.2,איטי,,
מוזיאון העיצוב,"פנחס אילון, 58",חולון,32.0114304,34.7783159,Afcon EV,type 2,22.2,איטי,,
מוזיאון העיצוב,"פנחס אילון, 58",חולון,32.0114304,34.7783159,Afcon EV,type 2,22.2,איטי,,
המרכבה,"המרכבה, 31",חולון,32.009626,34.808049,Afcon EV,type 2,22.2,איטי,,
המרכבה,"המרכבה, 31",חולון,32.009626,34.808049,Afcon EV,type 2,22.2,איטי,,
המרכבה,"המרכבה, 31",חולון,32.009626,34.808049,Afcon EV,type 2,22.2,איטי,,
המלאכה 47,רחוב המלאכה 47,חולון,32.0148,34.799618,Afcon EV,type 2,22.2,איטי,,
המלאכה 47,רחוב המלאכה 47,חולון,32.0148,34.799618,Afcon EV,type 2,22.2,איטי,,
המלאכה 47,רחוב המלאכה 47,חולון,32.0148,34.799618,Afcon EV,type 2,22.2,איטי,,
המלאכה 28,"רחוב המלאכה, 28",חולון,32.0174385,34.8016473,Afcon EV,type 2,22.2,איטי,,
המלאכה 28,"רחוב המלאכה, 28",חולון,32.0174385,34.8016473,Afcon EV,type 2,22.2,איטי,,
המלאכה 28,"רחוב המלאכה, 28",חולון,32.0174385,34.8016473,Afcon EV,type 2,22.2,איטי,,
"חיניון העירייה, דם המכבים 16",16 דם המכבים,מודיעין מכבים רעות,31.9083188,35.0075586,Afcon EV,type 2,22.2,איטי,,
"חיניון העירייה, דם המכבים 16",16 דם המכבים,מודיעין מכבים רעות,31.9083188,35.0075586,Afcon EV,type 2,22.2,איטי,,
"חיניון העירייה, דם המכבים 16",16 דם המכבים,מודיעין מכבים רעות,31.9083188,35.0075586,Afcon EV,type 2,22.2,איטי,,
חניון עמק דותן,עמק דותן 50,מודיעין מכבים רעות,31.899584,35.014258,Afcon EV,type 2,22.2,איטי,,
חניון עמק דותן,עמק דותן 50,מודיעין מכבים רעות,31.899584,35.014258,Afcon EV,type 2,22.2,איטי,,
חניון עמק דותן,עמק דותן 50,מודיעין מכבים רעות,31.899584,35.014258,Afcon EV,type 2,22.2,איטי,,
בריכה עירונית,יגאל ידין,מודיעין מכבים רעות,31.902456,35.003234,Afcon EV,type 2,22.2,איטי,,
בריכה עירונית,יגאל ידין,מודיעין מכבים רעות,31.902456,35.003234,Afcon EV,type 2,22.2,איטי,,
בריכה עירונית,יגאל ידין,מודיעין מכבים רעות,31.902456,35.003234,Afcon EV,type 2,22.2,איטי,,
"חניון לב העיר, מודיעין מכבים רעות",חניון לב העיר,מודיעין מכבים רעות,31.898426,35.0079046,Afcon EV,type 2,22.2,איטי,,
"חניון לב העיר, מודיעין מכבים רעות",חניון לב העיר,מודיעין מכבים רעות,31.898426,35.0079046,Afcon EV,type 2,22.2,איטי,,
"חניון לב העיר, מודיעין מכבים רעות",חניון לב העיר,מודיעין מכבים רעות,31.898426,35.0079046,Afcon EV,type 2,22.2,איטי,,
הרצליה הילס,אריק אינשטיין,הרצליה,32.1615688,34.8127069,Afcon EV,type 2,6.4,איטי,,
חניון אצטדיון כדורגל עירוני,חניון אצטדיון,מודיעין מכבים רעות,31.91885,34.978107,Afcon EV,type 2,22.2,איטי,,
חניון אצטדיון כדורגל עירוני,חניון אצטדיון,מודיעין מכבים רעות,31.91885,34.978107,Afcon EV,type 2,22.2,איטי,,
חניון אצטדיון כדורגל עירוני,חניון אצטדיון,מודיעין מכבים רעות,31.91885,34.978107,Afcon EV,type 2,22.2,איטי,,
חניון רכבת פאתי מודיעין,חניון רכבת פאתי מודיעין,מודיעין מכבים רעות,31.891934,34.962102,Afcon EV,type 2,22.2,איטי,,
חניון רכבת פאתי מודיעין,חניון רכבת פאתי מודיעין,מודיעין מכבים רעות,31.891934,34.962102,Afcon EV,type 2,22.2,איטי,,
חניון רכבת פאתי מודיעין,חניון רכבת פאתי מודיעין,מודיעין מכבים רעות,31.891934,34.962102,Afcon EV,type 2,22.2,איטי,,
חניון גינת האלה,גינת האלה,מודיעין מכבים רעות,31.912585,35.01032,Afcon EV,type 2,22.2,איטי,,
השדרה המרכזית,השדרה המרכזית 16,מודיעין מכבים רעות,31.922776,34.968639,Afcon EV,type 2,22.2,איטי,,
לאה אימנו,לאה אימנו 2,מודיעין מכבים רעות,31.8851487,35.005477,Afcon EV,type 2,22.2,איטי,,
"מרכז פסגה, שדרות יצחק רבין 4",שדרות יצחק רבין 4,מודיעין מכבים רעות,31.8912464,35.0073989,Afcon EV,type 2,22.2,איטי,,
דור אלון צומת הגומא,צומת הגומא,הגומא,33.1700439,35.5709742,Afcon EV,combo,34,איטי,,
דור אלון צומת הגומא,צומת הגומא,הגומא,33.1700439,35.5709742,Afcon EV,combo,126,מהיר,,
דור אלון צומת הגומא,צומת הגומא,הגומא,33.1700439,35.5709742,Afcon EV,CHAdeMO,28.8,איטי,,
דור אלון יסעור,צומת יסעור,יסעור,32.8998984,35.1700603,Afcon EV,combo,34,איטי,,
דור אלון יסעור,צומת יסעור,יסעור,32.8998984,35.1700603,Afcon EV,combo,34,איטי,,
דור אלון יסעור,צומת יסעור,יסעור,32.8998984,35.1700603,Afcon EV,combo,126,מהיר,,
מלון פרימה פארק-לאורחי המלון,זאב וילנאי 2,ירושלים,31.7833299,35.1968776,Afcon EV,type 2,6.4,איטי,,
מלון פרימה פארק-לאורחי המלון,זאב וילנאי 2,ירושלים,31.7833299,35.1968776,Afcon EV,type 2,6.4,איטי,,
מלון פרימה רויאל,מנדלי מוכר ספרים 3,ירושלים,31.7722049,35.2205425,Afcon EV,type 2,6.4,איטי,,
רחוב ההגנה 8,ההגנה 8,רמת השרון,32.1465375,34.8406431,Afcon EV,type 2,22.2,איטי,,
יצחק אלחנן 8-רמת השרון,יצחק אלחנן 8,רמת השרון,32.1486958,34.8306883,Afcon EV,type 2,22.2,איטי,,
גד 3 רמת השרון - חניון,גד 3,רמת השרון,32.1468365,34.8397287,Afcon EV,type 2,22.2,איטי,,
רחוב הזית - רמת השרון,הזית 10,רמת השרון,32.1334151,34.8439976,Afcon EV,type 2,22.2,איטי,,
זלמן שניאור 9 - רמת השרון,זלמן שניאור 9,רמת השרון,32.1479726,34.838391,Afcon EV,type 2,22.2,איטי,,
קוממיות 9 - רמת השרון,קוממיות 9,רמת השרון,32.1361373,34.8366516,Afcon EV,type 2,22.2,איטי,,
רחוב פדויים,פדויים,רמת השרון,32.1493499,34.8452304,Afcon EV,type 2,22.2,איטי,,
חניון ימית – מלון וולדורף אסטוריה,גרשון אגרון 28,ירושלים,31.7774083,35.2218808,Afcon EV,type 2,6.4,איטי,,
חניון ימית – מלון וולדורף אסטוריה,גרשון אגרון 28,ירושלים,31.7774083,35.2218808,Afcon EV,type 2,6.4,איטי,,
חניון ימית – מלון וולדורף אסטוריה,גרשון אגרון 28,ירושלים,31.7774083,35.2218808,Afcon EV,type 2,6.4,איטי,,
כצנלסון 10 אשקלון,כצנלסון 10,אשקלון,31.6617665,34.5871743,Afcon EV,type 2,8,איטי,,
כצנלסון 10 אשקלון,כצנלסון 10,אשקלון,31.6617665,34.5871743,Afcon EV,type 2,8,איטי,,
חניון ימית - מלון אוריינט,בית לחם 8,ירושלים,31.766688,35.223759,Afcon EV,type 2,6.4,איטי,,
חניון ימית - מלון אוריינט,בית לחם 8,ירושלים,31.766688,35.223759,Afcon EV,type 2,6.4,איטי,,
חניון ימית - מלון אוריינט,בית לחם 8,ירושלים,31.766688,35.223759,Afcon EV,type 2,6.4,איטי,,
חניון ממילא קומה -5,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,type 2,4,איטי,,
חניון ממילא קומה -5,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,type 2,4,איטי,,
חניון ממילא קומה -5,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,type 2,4,איטי,,
חניון ממילא קומה -5,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,type 2,4,איטי,,
חניון ממילא קומה -5,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,type 2,4,איטי,,
חניון ממילא קומה -5,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,type 2,4,איטי,,
חניון ממילא קומה -5,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,type 2,4,איטי,,
חניון ממילא קומה -5,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,type 2,4,איטי,,
חניון ממילא קומה -5,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,combo,16,איטי,,
חניון ממילא קומה -5,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,combo,16,איטי,,
חניון ממילא קומה -5,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,type 2,4,איטי,,
"פרימה סיטי תא-לאורחי המלון""",מאפו 9,תל אביב,32.0808518,34.7695271,Afcon EV,type 2,6.4,איטי,,
מלון אוקיינוס הרצליה,רמת ים 50,הרצליה,32.1729447,34.8013373,Afcon EV,type 2,6.4,איטי,,
מלון אוקיינוס הרצליה,רמת ים 50,הרצליה,32.1729447,34.8013373,Afcon EV,combo,16,איטי,,
"אורכידאה תא- לאורחי המלון""",רציף הרברט סמואל 90,תל אביב,32.0772793,34.7664463,Afcon EV,type 2,6.4,איטי,,
"אורכידאה תא- לאורחי המלון""",רציף הרברט סמואל 90,תל אביב,32.0772793,34.7664463,Afcon EV,combo,16,איטי,,
מלון סטאי - חוף צאלון,חוף צאלון,כנרת,32.8366577,35.6487437,Afcon EV,type 2,22.2,איטי,,
מלון סטאי - חוף צאלון,חוף צאלון,כנרת,32.8366577,35.6487437,Afcon EV,combo,73.6,מהיר,,
מלון סטאי - חוף צאלון,חוף צאלון,כנרת,32.8366577,35.6487437,Afcon EV,CHAdeMO,40,איטי,,
מילוס-ים המלח -לאורחי המלון,עין בוקק,ים המלח,31.201437,35.364503,Afcon EV,type 2,22.2,איטי,,
מילוס-ים המלח -לאורחי המלון,עין בוקק,ים המלח,31.201437,35.364503,Afcon EV,combo,73.6,מהיר,,
מילוס-ים המלח -לאורחי המלון,עין בוקק,ים המלח,31.201437,35.364503,Afcon EV,CHAdeMO,40,איטי,,
המוסכים 3,המוסכים 3,חיפה,32.791884,35.038396,Afcon EV,combo,73.6,מהיר,,
ביאליק 45 רמת השרון,ביאליק 45,רמת השרון,32.1442428,34.8445376,Afcon EV,type 2,22.2,איטי,,
דור אלון- עין שמר,עין שמר,עין שמר,32.4658318,34.9919827,Afcon EV,combo,43.2,איטי,,
דור אלון- עין שמר,עין שמר,עין שמר,32.4658318,34.9919827,Afcon EV,combo,92,מהיר,,
הטכניון - הפקולטה לפיזיקה,3200003,חיפה,32.776635,35.0246174,Afcon EV,type 2,12.7,איטי,,
הטכניון - הפקולטה לפיזיקה,3200003,חיפה,32.776635,35.0246174,Afcon EV,type 2,12.7,איטי,,
הטכניון - הפקולטה לפיזיקה,3200003,חיפה,32.776635,35.0246174,Afcon EV,type 2,12.7,איטי,,
תחנת דלק פז למד,כביש 2040,תל אביב,32.1293678,34.789414,Afcon EV,combo,120,מהיר,,
תחנת דלק פז למד,כביש 2040,תל אביב,32.1293678,34.789414,Afcon EV,combo,120,מהיר,,
תחנת דלק פז למד,כביש 2040,תל אביב,32.1293678,34.789414,Afcon EV,combo,120,מהיר,,
טן-עתיר ידע כפס,עתיר ידע 6,כפר סבא,32.164096,34.929126,Afcon EV,CHAdeMO,40,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון עליון-אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון תחתון אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון תחתון אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון תחתון אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון תחתון אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון תחתון אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
חניון תחתון אינטרגרין 2-למורשים,הפסגות 4,פתח תקווה,32.0993686,34.8551632,Afcon EV,type 2,6.4,איטי,,
אינטרגרין 3-למורשים בלבד,יגיע כפיים 17,פתח תקווה,32.0979924,34.8556549,Afcon EV,type 2,12.7,איטי,,
אינטרגרין 3-למורשים בלבד,יגיע כפיים 17,פתח תקווה,32.0979924,34.8556549,Afcon EV,type 2,12.7,איטי,,
אינטרגרין 3-למורשים בלבד,יגיע כפיים 17,פתח תקווה,32.0979924,34.8556549,Afcon EV,type 2,12.7,איטי,,
אינטרגרין 3-למורשים בלבד,יגיע כפיים 17,פתח תקווה,32.0979924,34.8556549,Afcon EV,type 2,12.7,איטי,,
אינטרגרין 3-למורשים בלבד,יגיע כפיים 17,פתח תקווה,32.0979924,34.8556549,Afcon EV,type 2,12.7,איטי,,
אינטרגרין 3-למורשים בלבד,יגיע כפיים 17,פתח תקווה,32.0979924,34.8556549,Afcon EV,type 2,12.7,איטי,,
אינטרגרין 3-למורשים בלבד,יגיע כפיים 17,פתח תקווה,32.0979924,34.8556549,Afcon EV,type 2,12.7,איטי,,
אינטרגרין 3-למורשים בלבד,יגיע כפיים 17,פתח תקווה,32.0979924,34.8556549,Afcon EV,type 2,12.7,איטי,,
אינטרגרין 3-למורשים בלבד,יגיע כפיים 17,פתח תקווה,32.0979924,34.8556549,Afcon EV,type 2,12.7,איטי,,
"חניון 2-,קודאק-למורשים בלבד",התנופה 7,פתח תקווה,32.1000419,34.8579631,Afcon EV,type 2,22.2,איטי,,
"חניון 2-,קודאק-למורשים בלבד",התנופה 7,פתח תקווה,32.1000419,34.8579631,Afcon EV,type 2,22.2,איטי,,
"חניון 2-,קודאק-למורשים בלבד",התנופה 7,פתח תקווה,32.1000419,34.8579631,Afcon EV,type 2,22.2,איטי,,
"חניון 2-,קודאק-למורשים בלבד",התנופה 7,פתח תקווה,32.1000419,34.8579631,Afcon EV,type 2,22.2,איטי,,
"חניון 2-,קודאק-למורשים בלבד",התנופה 7,פתח תקווה,32.1000419,34.8579631,Afcon EV,type 2,22.2,איטי,,
"חניון 2-,קודאק-למורשים בלבד",התנופה 7,פתח תקווה,32.1000419,34.8579631,Afcon EV,type 2,22.2,איטי,,
"חניון 2-,קודאק-למורשים בלבד",התנופה 7,פתח תקווה,32.1000419,34.8579631,Afcon EV,type 2,22.2,איטי,,
מלון סטאי-יפו,דוד רזיאל 22,"תל אביב,יפו",32.0561741,34.7563595,Afcon EV,type 2,6.4,איטי,,
מלון סטאי-יפו,דוד רזיאל 22,"תל אביב,יפו",32.0561741,34.7563595,Afcon EV,type 2,6.4,איטי,,
מלון סטאי-יפו,דוד רזיאל 22,"תל אביב,יפו",32.0561741,34.7563595,Afcon EV,type 2,6.4,איטי,,
"מלון לאונרדו,אשקלון",גולני  11,אשקלון,31.6829376,34.5616138,Afcon EV,type 2,12.7,איטי,,
"רדוף נחלים 20,קיסריה",רדוף נחלים 20,קיסריה,32.4734296,34.9479577,Afcon EV,type 2,12.7,איטי,,
"רדוף נחלים 20,קיסריה",רדוף נחלים 20,קיסריה,32.4734296,34.9479577,Afcon EV,type 2,12.7,איטי,,
"רדוף נחלים 20,קיסריה",רדוף נחלים 20,קיסריה,32.4734296,34.9479577,Afcon EV,type 2,12.7,איטי,,
נמל קיסריה 2,כביש  6511,קיסריה,32.501802,34.894363,Afcon EV,type 2,3.2,איטי,,
נמל קיסריה 2,כביש  6511,קיסריה,32.501802,34.894363,Afcon EV,type 2,3.2,איטי,,
דור אלון- כביש 6 נען מערב,דור אלון כביש 6,נען,31.8824226,34.8784631,Afcon EV,combo,345,מהיר,,
דור אלון- כביש 6 נען מערב,דור אלון כביש 6,נען,31.8824226,34.8784631,Afcon EV,CHAdeMO,40,איטי,,
דור אלון- כביש 6 נען מערב,דור אלון כביש 6,נען,31.8824226,34.8784631,Afcon EV,CHAdeMO,138.5,מהיר,,
דור אלון -כביש 6 נען מזרח,כביש 6 נען מזרח,נען,31.8816996,34.8795666,Afcon EV,combo,345,מהיר,,
דור אלון -כביש 6 נען מזרח,כביש 6 נען מזרח,נען,31.8816996,34.8795666,Afcon EV,CHAdeMO,40,איטי,,
דור אלון -כביש 6 נען מזרח,כביש 6 נען מזרח,נען,31.8816996,34.8795666,Afcon EV,CHAdeMO,138.5,מהיר,,
חניון המלון ממילא-אורחי המלון,"יצחק קריב, 1",ירושלים,31.777271,35.224901,Afcon EV,type 2,12.7,איטי,,
פרימה אילת-לאורחי המלון,חוף האלמוג,אילת,29.515329,34.9245565,Afcon EV,type 2,10.5,איטי,,
פרימה אילת-לאורחי המלון,חוף האלמוג,אילת,29.515329,34.9245565,Afcon EV,type 2,10.5,איטי,,
פרימה אילת-לאורחי המלון,חוף האלמוג,אילת,29.515329,34.9245565,Afcon EV,type 2,10.5,איטי,,
חניון מצודת דוד - ממילא,"יצחק קריב, 6",ירושלים,31.7773613,35.224949,Afcon EV,type 2,16.5,איטי,,
חניון מצודת דוד - ממילא,"יצחק קריב, 6",ירושלים,31.7773613,35.224949,Afcon EV,type 2,16.5,איטי,,
חניון מצודת דוד - ממילא,"יצחק קריב, 6",ירושלים,31.7773613,35.224949,Afcon EV,type 2,16.5,איטי,,
בית משה -בן גוריון אשקלון,בן גוריון,אשקלון,31.6610519,34.5868998,Afcon EV,type 2,22.2,איטי,,
בית משה -בן גוריון אשקלון,בן גוריון,אשקלון,31.6610519,34.5868998,Afcon EV,combo,38,איטי,,
בית משה -בן גוריון אשקלון,בן גוריון,אשקלון,31.6610519,34.5868998,Afcon EV,combo,38,איטי,,
בית משה -בן גוריון אשקלון,בן גוריון,אשקלון,31.6610519,34.5868998,Afcon EV,combo,38,איטי,,
עמק חפר - טיב טעם,עמק חפר- טיב טעם,מועצה אזורית עמק חפר,32.4013181,34.9007512,Afcon EV,CHAdeMO,25.2,איטי,,
קניון קסטרא,דרך משה פלימן 8,חיפה,32.7883082,34.9675353,Afcon EV,type 2,12.7,איטי,,
קניון קסטרא,דרך משה פלימן 8,חיפה,32.7883082,34.9675353,Afcon EV,type 2,12.7,איטי,,
קניון קסטרא,דרך משה פלימן 8,חיפה,32.7883082,34.9675353,Afcon EV,type 2,12.7,איטי,,
קניון קסטרא,דרך משה פלימן 8,חיפה,32.7883082,34.9675353,Afcon EV,combo,230,מהיר,,
קניון קסטרא,דרך משה פלימן 8,חיפה,32.7883082,34.9675353,Afcon EV,combo,230,מהיר,,
מלון בית בגליל,פארק יער ביריה,חצור הגלילית,32.988456,35.5377568,Afcon EV,type 2,12.7,איטי,,
אורכידאה אילת -לאורחי המלון,כביש 90,אילת,29.5055682,34.9176798,Afcon EV,type 2,6.4,איטי,,
חניון החורש,חניון חורש שוהם,חבל מודיעין,32.005767,34.961779,Afcon EV,type 2,12.7,איטי,,
חניון החורש,חניון חורש שוהם,חבל מודיעין,32.005767,34.961779,Afcon EV,type 2,12.7,איטי,,
חניון החורש,חניון חורש שוהם,חבל מודיעין,32.005767,34.961779,Afcon EV,type 2,12.7,איטי,,
חניון אגס,"דרך החורש, 15",חבל מודיעין,32.007531,34.962065,Afcon EV,type 2,12.7,איטי,,
חניון אגס,"דרך החורש, 15",חבל מודיעין,32.007531,34.962065,Afcon EV,combo,73.6,מהיר,,
חניון אגס,"דרך החורש, 15",חבל מודיעין,32.007531,34.962065,Afcon EV,CHAdeMO,40,איטי,,
חניון הגפן,דרך חורש,חבל מודיעין,32.008809,34.962084,Afcon EV,type 2,12.7,איטי,,
חניון הגפן,דרך חורש,חבל מודיעין,32.008809,34.962084,Afcon EV,type 2,12.7,איטי,,
חניון הגפן,דרך חורש,חבל מודיעין,32.008809,34.962084,Afcon EV,type 2,12.7,איטי,,
אינטרגרין 1-החניון הפתוח-מורשים בלבד,המפלסים 17,פתח תקווה,32.1010906,34.8622487,Afcon EV,type 2,6.4,איטי,,
אינטרגרין 1-החניון הפתוח-מורשים בלבד,המפלסים 17,פתח תקווה,32.1010906,34.8622487,Afcon EV,type 2,6.4,איטי,,
אינטרגרין 1-החניון הפתוח-מורשים בלבד,המפלסים 17,פתח תקווה,32.1010906,34.8622487,Afcon EV,type 2,6.4,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,type 2,12.7,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,type 2,12.7,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,type 2,12.7,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,type 2,12.7,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,type 2,12.7,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,type 2,12.7,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,type 2,12.7,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,type 2,12.7,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,type 2,12.7,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,type 2,12.7,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,combo,16,איטי,,
בית אמפא - ספיר 7 הרצליה,ספיר 7,הרצליה,32.1633933,34.8106892,Afcon EV,combo,16,איטי,,
